title,brand,model,type,year,transmisi,qty,avg_price,low_price,mid_price,new_price
Toyota Kijang Innova Venturer Manual 2018,Toyota,Kijang Innova,Venturer,2018,Manual,4," 345,000,000 "," 315,000,000 "," 330,000,000 ",411300000
Toyota Rush GR Sport Manual 2021,Toyota,Rush,GR Sport,2021,Manual,4," 231,500,000 "," 215,000,000 "," 223,250,000 ",268400000
Daihatsu Luxio X Manual 2015,Daihatsu,Luxio,X,2015,Manual,4," 136,250,000 "," 122,000,000 "," 129,125,000 "," 169,250,000 "
Hyundai Kona Signature Long Range Automatic 2024,Hyundai,Kona,Signature Long Range,2024,Automatic,4," 515,500,000 "," 499,000,000 "," 507,250,000 ",
Daihatsu Sigra R Manual 2017,Daihatsu,Sigra,R,2017,Manual,4," 105,250,000 "," 95,000,000 "," 100,125,000 ",126400000
Toyota Rush TRD Sportivo Ultimo Automatic 2016,Toyota,Rush,TRD Sportivo Ultimo,2016,Automatic,4," 164,450,000 "," 145,000,000 "," 154,725,000 "," 262,450,000 "
Mazda CX-5 GT Automatic 2022,Mazda,CX-5,GT,2022,Automatic,4," 351,750,000 "," 329,000,000 "," 340,375,000 ",555800000
MINI Countryman Cooper S CKD Automatic 2018,MINI,Countryman,Cooper S CKD,2018,Automatic,4," 518,000,000 "," 495,000,000 "," 506,500,000 ",765000000
Mercedes-Benz B200 Urban Automatic 2012,Mercedes-Benz,B200,Urban,2012,Automatic,4," 155,225,000 "," 147,000,000 "," 151,112,500 "," 499,000,000 "
Mitsubishi Pajero Sport Dakar 4X4 Automatic 2018,Mitsubishi,Pajero Sport,Dakar 4X4,2018,Automatic,4," 397,000,000 "," 377,000,000 "," 387,000,000 ",662000000
Audi A4 TFSI Automatic 2013,Audi,A4,TFSI,2013,Automatic,4," 174,000,000 "," 155,000,000 "," 164,500,000 "," 640,000,000 "
Toyota Sienta V Manual 2016,Toyota,Sienta,V,2016,Manual,4," 148,750,000 "," 140,000,000 "," 144,375,000 "," 245,000,000 "
Toyota Kijang Innova Zenix Q HV TSS (Non Premium Color) Automatic 2023,Toyota,Kijang Innova Zenix,Q HV TSS (Non Premium Color),2023,Automatic,4," 508,750,000 "," 475,000,000 "," 491,875,000 ",611000000
Mercedes-Benz AMG E43 AMG Automatic 2018,Mercedes-Benz,AMG E43,AMG,2018,Automatic,4," 979,000,000 "," 979,000,000 "," 979,000,000 ",1909000000
BMW 330i Sport Shadow Edition Automatic 2019,BMW,330i,Sport Shadow Edition,2019,Automatic,4," 464,250,000 "," 365,000,000 "," 414,625,000 ",849000000
Toyota Corolla Altis V Automatic 2014,Toyota,Corolla Altis,V,2014,Automatic,4," 161,000,000 "," 156,000,000 "," 158,500,000 "," 392,100,000 "
Toyota Vellfire Z Automatic 2011,Toyota,Vellfire,Z,2011,Automatic,4," 227,750,000 "," 209,000,000 "," 218,375,000 ",
Daihatsu Ayla M Manual 2017,Daihatsu,Ayla,M,2017,Manual,4," 85,500,000 "," 73,000,000 "," 79,250,000 ",102150000
Chevrolet Spin LTZ Automatic 2013,Chevrolet,Spin,LTZ,2013,Automatic,4," 83,250,000 "," 76,000,000 "," 79,625,000 "," 161,800,000 "
Mercedes-Benz CLA200 Urban Automatic 2014,Mercedes-Benz,CLA200,Urban,2014,Automatic,4," 316,000,000 "," 275,000,000 "," 295,500,000 "," 639,000,000 "
Ford Everest Titanium Automatic 2024,Ford,Everest,Titanium,2024,Automatic,4," 757,500,000 "," 590,000,000 "," 673,750,000 ",855000000
Volkswagen Scirocco TSI Automatic 2012,Volkswagen,Scirocco,TSI,2012,Automatic,4," 237,250,000 "," 218,000,000 "," 227,625,000 "," 429,000,000 "
BMW X5 xDrive25d Automatic 2015,BMW,X5,xDrive25d,2015,Automatic,4," 413,750,000 "," 375,000,000 "," 394,375,000 "," 1,149,000,000 "
Honda Mobilio RS Automatic 2020,Honda,Mobilio,RS,2020,Automatic,4," 180,875,000 "," 169,000,000 "," 174,937,500 ",259000000
Daihatsu Sigra X Manual 2020,Daihatsu,Sigra,X,2020,Manual,4," 108,000,000 "," 105,000,000 "," 106,500,000 ",126050000
Toyota Kijang Innova V Luxury Automatic 2013,Toyota,Kijang Innova,V Luxury,2013,Automatic,4," 188,500,000 "," 175,000,000 "," 181,750,000 "," 318,550,000 "
Honda Mobilio E Manual 2015,Honda,Mobilio,E,2015,Manual,4," 128,375,000 "," 99,500,000 "," 113,937,500 "," 194,000,000 "
Wuling Cortez S Turbo Lux Automatic 2021,Wuling,Cortez,S Turbo Lux,2021,Automatic,4," 133,000,000 "," 120,000,000 "," 126,500,000 ",239650000
Mercedes-Benz ML250 CDI Automatic 2013,Mercedes-Benz,ML250,CDI,2013,Automatic,4," 544,500,000 "," 299,000,000 "," 421,750,000 "," 999,000,000 "
BMW X7 xDrive40i M Sport Automatic 2024,BMW,X7,xDrive40i M Sport,2024,Automatic,4," 2,074,500,000 "," 1,900,000,000 "," 1,987,250,000 ",2760000000
Suzuki Ignis GX Manual 2018,Suzuki,Ignis,GX,2018,Manual,4," 121,000,000 "," 115,000,000 "," 118,000,000 ",159500000
Mercedes-Benz C180 Avantgarde Line Automatic 2019,Mercedes-Benz,C180,Avantgarde Line,2019,Automatic,4," 391,750,000 "," 339,000,000 "," 365,375,000 ",759000000
Daihatsu Xenia M Manual 2012,Daihatsu,Xenia,M,2012,Manual,4," 97,500,000 "," 87,000,000 "," 92,250,000 "," 140,600,000 "
Hyundai H-1 Royale Limited Automatic 2017,Hyundai,H-1,Royale Limited,2017,Automatic,4," 209,750,000 "," 203,000,000 "," 206,375,000 ",585000000
Toyota Corolla Altis V Automatic 2016,Toyota,Corolla Altis,V,2016,Automatic,4," 177,500,000 "," 175,000,000 "," 176,250,000 "," 451,900,000 "
Wuling Confero S C Manual 2017,Wuling,Confero,S C,2017,Manual,4," 82,000,000 "," 80,000,000 "," 81,000,000 ",150900000
Honda Jazz RS Automatic 2008,Honda,Jazz,RS,2008,Automatic,4," 116,750,000 "," 99,000,000 "," 107,875,000 ",212500000
Mazda CX-8 SKYACTIV-G Elite Automatic 2023,Mazda,CX-8,SKYACTIV-G Elite,2023,Automatic,4," 554,500,000 "," 535,000,000 "," 544,750,000 ",808800000
Wuling Cortez L Lux+ Manual 2018,Wuling,Cortez,L Lux+,2018,Manual,4," 132,500,000 "," 131,000,000 "," 131,750,000 ",255800000
BYD Atto 3 Superior Automatic 2024,BYD,Atto 3,Superior,2024,Automatic,4," 407,500,000 "," 385,000,000 "," 396,250,000 ",515000000
Daihatsu Sigra X Automatic 2016,Daihatsu,Sigra,X,2016,Automatic,4," 101,625,000 "," 94,000,000 "," 97,812,500 "," 127,650,000 "
Toyota Raize T G (1 Tone) Manual 2024,Toyota,Raize,T G (1 Tone),2024,Manual,4," 193,000,000 "," 189,000,000 "," 191,000,000 ",254500000
Toyota Vios E Manual 2007,Toyota,Vios,E,2007,Manual,4," 61,500,000 "," 59,000,000 "," 60,250,000 ",192500000
Mitsubishi Mirage EXCEED Automatic 2014,Mitsubishi,Mirage,EXCEED,2014,Automatic,4," 101,750,025 "," 95,000,000 "," 98,375,012 "," 163,500,000 "
BMW X6 xDrive50i Automatic 2011,BMW,X6,xDrive50i,2011,Automatic,4," 780,500,000 "," 650,000,000 "," 715,250,000 ",
Toyota Camry Hybrid Automatic 2012,Toyota,Camry,Hybrid,2012,Automatic,4," 180,750,000 "," 175,000,000 "," 177,875,000 "," 635,600,000 "
Mercedes-Benz GLE450 AMG Line 4MATIC Automatic 2024,Mercedes-Benz,GLE450,AMG Line 4MATIC,2024,Automatic,4," 1,668,000,000 "," 1,600,000,000 "," 1,634,000,000 ",2525000000
Daihatsu Sigra R Deluxe Automatic 2017,Daihatsu,Sigra,R Deluxe,2017,Automatic,4," 112,500,000 "," 107,000,000 "," 109,750,000 ",140750000
Toyota Alphard HEV (Premium Color) Automatic 2024,Toyota,Alphard,HEV (Premium Color),2024,Automatic,4," 1,454,500,000 "," 1,418,000,000 "," 1,436,250,000 ",1961500000
Volkswagen Tiguan TSI Standard Automatic 2014,Volkswagen,Tiguan,TSI Standard,2014,Automatic,4," 139,000,000 "," 108,000,000 "," 123,500,000 "," 445,000,000 "
Toyota Hiace Commuter Manual 2023,Toyota,Hiace,Commuter,2023,Manual,4," 467,500,000 "," 460,000,000 "," 463,750,000 ",564800000
Wuling Almaz RS Exclusive 5 Seater Automatic 2021,Wuling,Almaz,RS Exclusive 5 Seater,2021,Automatic,4," 189,750,000 "," 176,000,000 "," 182,875,000 ",369800000
KIA Picanto OPT 2 Automatic 2010,KIA,Picanto,OPT 2,2010,Automatic,4," 70,750,000 "," 67,000,000 "," 68,875,000 ",136000000
MINI Countryman Cooper CBU Automatic 2017,MINI,Countryman,Cooper CBU,2017,Automatic,4," 462,250,000 "," 420,000,000 "," 441,125,000 ",660000000
Porsche 718 Boxster S Automatic 2016,Porsche,718,Boxster S,2016,Automatic,4," 1,816,000,000 "," 1,707,000,000 "," 1,761,500,000 "," 2,500,000,000 "
BMW M2 Competition Automatic 2020,BMW,M2,Competition,2020,Automatic,4," 1,227,000,000 "," 1,008,000,000 "," 1,117,500,000 ",1999000000
Infiniti FX37 S Automatic 2012,Infiniti,FX37,S,2012,Automatic,4," 274,500,000 "," 225,000,000 "," 249,750,000 "," 1,250,000,000 "
Toyota Hiace Premio Manual 2021,Toyota,Hiace,Premio,2021,Manual,4," 602,250,000 "," 452,000,000 "," 527,125,000 ",547400000
Suzuki Ertiga GL Automatic 2024,Suzuki,Ertiga,GL,2024,Automatic,4," 186,750,000 "," 175,000,000 "," 180,875,000 ",262800000
Honda HR-V S Automatic 2022,Honda,HR-V,S,2022,Automatic,4," 305,250,000 "," 275,000,000 "," 290,125,000 ",362900000
BMW i4 eDrive40 M Sport Automatic 2023,BMW,i4,eDrive40 M Sport,2023,Automatic,4," 1,324,000,000 "," 1,299,000,000 "," 1,311,500,000 ",2108000000
Daihatsu Xenia R Standard Manual 2014,Daihatsu,Xenia,R Standard,2014,Manual,4," 107,000,000 "," 95,000,000 "," 101,000,000 "," 161,450,000 "
Daihatsu Ayla R ADS Manual 2024,Daihatsu,Ayla,R ADS,2024,Manual,4," 141,750,000 "," 141,000,000 "," 141,375,000 ",176400000
Hyundai Stargazer Style Automatic 2023,Hyundai,Stargazer,Style,2023,Automatic,4," 212,250,000 "," 202,000,000 "," 207,125,000 ",296300000
Mazda CX-8 SKYACTIV-G Elite Automatic 2021,Mazda,CX-8,SKYACTIV-G Elite,2021,Automatic,4," 345,000,000 "," 285,000,000 "," 315,000,000 ",795500000
Mazda CX-3 Sport Automatic 2020,Mazda,CX-3,Sport,2020,Automatic,4," 259,250,000 "," 235,000,000 "," 247,125,000 ",445800000
Daihatsu Xenia R Sporty Automatic 2018,Daihatsu,Xenia,R Sporty,2018,Automatic,4," 136,750,000 "," 134,000,000 "," 135,375,000 ",215450000
Mitsubishi Mirage GLX Manual 2015,Mitsubishi,Mirage,GLX,2015,Manual,4," 84,500,000 "," 83,000,000 "," 83,750,000 "," 161,000,000 "
Wuling Cortez C Manual 2018,Wuling,Cortez,C,2018,Manual,4," 111,250,000 "," 100,000,000 "," 105,625,000 ",218000000
Toyota Sienta G Automatic 2018,Toyota,Sienta,G,2018,Automatic,4," 151,250,000 "," 135,000,000 "," 143,125,000 ",257650000
Toyota Kijang Innova Zenix G (Premium Color) Automatic 2023,Toyota,Kijang Innova Zenix,G (Premium Color),2023,Automatic,4," 364,750,000 "," 320,000,000 "," 342,375,000 ",426300000
Toyota Land Cruiser 300 GR-S Automatic 2024,Toyota,Land Cruiser,300 GR-S,2024,Automatic,4," 2,243,750,000 "," 2,175,000,000 "," 2,209,375,000 ",2619500000
Daihatsu Sigra X Automatic 2018,Daihatsu,Sigra,X,2018,Automatic,4," 101,500,000 "," 97,000,000 "," 99,250,000 ",131550000
Hyundai Stargazer Trend Automatic 2024,Hyundai,Stargazer,Trend,2024,Automatic,4," 197,000,000 "," 195,000,000 "," 196,000,000 ",285800000
BMW X3 xDrive30i M Sport Automatic 2024,BMW,X3,xDrive30i M Sport,2024,Automatic,4," 1,089,750,000 "," 975,000,000 "," 1,032,375,000 ",1480000000
Toyota Fortuner G Lux TRD Automatic 2015,Toyota,Fortuner,G Lux TRD,2015,Automatic,4," 248,750,000 "," 230,000,000 "," 239,375,000 "," 484,900,000 "
BMW X1 sDrive18i xLine Automatic 2013,BMW,X1,sDrive18i xLine,2013,Automatic,4," 176,250,000 "," 168,000,000 "," 172,125,000 "," 589,000,000 "
Suzuki Ertiga GX Automatic 2016,Suzuki,Ertiga,GX,2016,Automatic,4," 143,250,000 "," 125,000,000 "," 134,125,000 "," 216,500,000 "
Peugeot 5008 Allure Plus Automatic 2021,Peugeot,5008,Allure Plus,2021,Automatic,4," 385,000,000 "," 375,000,000 "," 380,000,000 ",780000000
Toyota Alphard Q Automatic 2015,Toyota,Alphard,Q,2015,Automatic,4," 663,750,000 "," 557,000,000 "," 610,375,000 "," 1,530,000,000 "
Honda Mobilio E Manual 2017,Honda,Mobilio,E,2017,Manual,4," 140,500,000 "," 130,000,000 "," 135,250,000 ",212000000
Volkswagen Polo Comfortline TSI Automatic 2019,Volkswagen,Polo,Comfortline TSI,2019,Automatic,4," 137,250,000 "," 128,000,000 "," 132,625,000 ",285000000
Daihatsu Xenia X Manual 2012,Daihatsu,Xenia,X,2012,Manual,4," 98,500,000 "," 95,000,000 "," 96,750,000 "," 146,100,000 "
Lexus LX 600 VIP Automatic 2022,Lexus,LX 600,VIP,2022,Automatic,4," 3,035,000,000 "," 2,450,000,000 "," 2,742,500,000 ",3377000000
Toyota Avanza E Automatic 2018,Toyota,Avanza,E,2018,Automatic,4," 139,500,000 "," 123,000,000 "," 131,250,000 ",192600000
Toyota Kijang Innova Zenix V HV Modellista (Premium Color) Automatic 2025,Toyota,Kijang Innova Zenix,V HV Modellista (Premium Color),2025,Automatic,4," 480,000,000 "," 480,000,000 "," 480,000,000 ",551600000
Bentley Continental Flying Spur W12 Automatic 2012,Bentley,Continental Flying Spur,W12,2012,Automatic,4," 1,343,750,000 "," 1,200,000,000 "," 1,271,875,000 ",
Mitsubishi Xpander Exceed Manual 2023,Mitsubishi,Xpander,Exceed,2023,Manual,4," 185,500,000 "," 184,500,000 "," 185,000,000 ",275900000
Daihatsu Xenia X Manual 2024,Daihatsu,Xenia,X,2024,Manual,4," 184,750,000 "," 165,500,000 "," 175,125,000 ",220150000
Ford Everest XLT 4X2 Automatic 2008,Ford,Everest,XLT 4X2,2008,Automatic,4," 119,000,000 "," 119,000,000 "," 119,000,000 ",397000000
Mitsubishi Xpander Exceed Manual 2019,Mitsubishi,Xpander,Exceed,2019,Manual,4," 191,750,000 "," 179,000,000 "," 185,375,000 ",233100000
Mercedes-Benz E250 Avantgarde CBU Automatic 2018,Mercedes-Benz,E250,Avantgarde CBU,2018,Automatic,4," 475,750,000 "," 445,000,000 "," 460,375,000 ",1159000000
Mitsubishi Xpander Exceed Manual 2018,Mitsubishi,Xpander,Exceed,2018,Manual,4," 187,250,000 "," 170,000,000 "," 178,625,000 ",224600000
Honda City E Automatic 2010,Honda,City,E,2010,Automatic,4," 108,500,000 "," 100,000,000 "," 104,250,000 ",268000000
Suzuki Ertiga GX Manual 2012,Suzuki,Ertiga,GX,2012,Manual,4," 104,025,000 "," 100,000,000 "," 102,012,500 "," 160,800,000 "
Volkswagen Golf TSI Automatic 2011,Volkswagen,Golf,TSI,2011,Automatic,4," 239,750,000 "," 105,000,000 "," 172,375,000 "," 299,000,000 "
Toyota Avanza G Automatic 2011,Toyota,Avanza,G,2011,Automatic,4," 111,000,000 "," 98,000,000 "," 104,500,000 "," 168,000,000 "
Mitsubishi Pajero Sport Exceed Automatic 2021,Mitsubishi,Pajero Sport,Exceed,2021,Automatic,4," 375,000,250 "," 365,000,000 "," 370,000,125 ",529600000
Hyundai H-1 Royale Limited Automatic 2020,Hyundai,H-1,Royale Limited,2020,Automatic,4," 314,500,000 "," 283,000,000 "," 298,750,000 ",611000000
Toyota Land Cruiser 200 Full spec Automatic 2014,Toyota,Land Cruiser,200 Full spec,2014,Automatic,4," 1,187,500,000 "," 985,000,000 "," 1,086,250,000 "," 1,638,700,000 "
Hyundai Tucson GLS Automatic 2016,Hyundai,Tucson,GLS,2016,Automatic,4," 162,500,000 "," 142,000,000 "," 152,250,000 "," 385,000,000 "
Toyota Fortuner G 4X2 Automatic 2016,Toyota,Fortuner,G 4X2,2016,Automatic,4," 320,250,000 "," 279,000,000 "," 299,625,000 "," 494,000,000 "
Lexus LM 350h 4 Seater Automatic 2023,Lexus,LM 350h,4 Seater,2023,Automatic,4," 2,337,000,000 "," 2,298,000,000 "," 2,317,500,000 ",3060000000
Bentley Continental GT V8 Automatic 2013,Bentley,Continental GT,V8,2013,Automatic,4," 2,231,250,000 "," 325,000,000 "," 1,278,125,000 ",
Nissan Grand Livina SV Automatic 2015,Nissan,Grand Livina,SV,2015,Automatic,4," 103,250,000 "," 96,000,000 "," 99,625,000 "," 216,550,000 "
Daihatsu Ayla R Deluxe Manual 2019,Daihatsu,Ayla,R Deluxe,2019,Manual,4," 108,500,000 "," 107,000,000 "," 107,750,000 ",137950000
Suzuki Jimny 3 Door (1 Tone) Automatic 2019,Suzuki,Jimny,3 Door (1 Tone),2019,Automatic,4," 379,500,000 "," 326,000,000 "," 352,750,000 ",347500000
Toyota Kijang Innova G Lux Manual 2021,Toyota,Kijang Innova,G Lux,2021,Manual,4," 302,225,000 "," 289,900,000 "," 296,062,500 ",357700000
Toyota Avanza E Automatic 2016,Toyota,Avanza,E,2016,Automatic,4," 124,750,000 "," 118,000,000 "," 121,375,000 "," 188,600,000 "
Daihatsu Sigra M Manual 2022,Daihatsu,Sigra,M,2022,Manual,4," 112,250,000 "," 106,000,000 "," 109,125,000 ",136050000
Mitsubishi Pajero Sport Dakar Ultimate (White Pearl) Automatic 2017,Mitsubishi,Pajero Sport,Dakar Ultimate (White Pearl),2017,Automatic,4," 348,250,000 "," 310,000,000 "," 329,125,000 ",553000000
Lexus LS 500 Executive Automatic 2018,Lexus,LS 500,Executive,2018,Automatic,4," 1,797,500,000 "," 1,390,000,000 "," 1,593,750,000 ",3560000000
Mazda 6 Elite Automatic 2021,Mazda,6,Elite,2021,Automatic,4," 409,750,000 "," 355,000,000 "," 382,375,000 ",698800000
Daihatsu Xenia R ASA Automatic 2021,Daihatsu,Xenia,R ASA,2021,Automatic,4," 184,625,000 "," 158,000,000 "," 171,312,500 ",242700000
Toyota Sienta G Manual 2017,Toyota,Sienta,G,2017,Manual,4," 152,250,000 "," 145,000,000 "," 148,625,000 ",247150000
BMW 740Li Pure Excellence Automatic 2017,BMW,740Li,Pure Excellence,2017,Automatic,4," 802,500,000 "," 725,000,000 "," 763,750,000 ",2499000000
Mercedes-Benz EQE350+ Electric Art Line Automatic 2023,Mercedes-Benz,EQE350+,Electric Art Line,2023,Automatic,4," 1,548,750,000 "," 1,395,000,000 "," 1,471,875,000 ",2215000000
BMW X5 xDrive35i Executive Automatic 2012,BMW,X5,xDrive35i Executive,2012,Automatic,4," 235,000,000 "," 195,000,000 "," 215,000,000 ",
Toyota Avanza Veloz Manual 2015,Toyota,Avanza,Veloz,2015,Manual,4," 145,000,000 "," 120,000,000 "," 132,500,000 "," 204,200,000 "
Mercedes-Benz C250 AMG Automatic 2012,Mercedes-Benz,C250,AMG,2012,Automatic,4," 401,750,000 "," 388,000,000 "," 394,875,000 "," 669,000,000 "
Tesla Model 3 Standard Range Plus Automatic 2021,Tesla,Model 3,Standard Range Plus,2021,Automatic,4," 881,250,000 "," 550,000,000 "," 715,625,000 ",
Subaru BRZ EyeSight Automatic 2022,Subaru,BRZ,EyeSight,2022,Automatic,4," 711,000,000 "," 650,000,000 "," 680,500,000 ",849500000
BMW M4 Competition Automatic 2021,BMW,M4,Competition,2021,Automatic,4," 1,948,750,000 "," 1,795,000,000 "," 1,871,875,000 ",2279000000
Land Rover Range Rover Velar P250 R-Dynamic SE Automatic 2017,Land Rover,Range Rover Velar,P250 R-Dynamic SE,2017,Automatic,4," 1,236,250,000 "," 995,000,000 "," 1,115,625,000 ",
Ford Mustang EcoBoost Automatic 2017,Ford,Mustang,EcoBoost,2017,Automatic,4," 1,005,000,000 "," 925,000,000 "," 965,000,000 ",
Porsche 911 GT3 Automatic 2022,Porsche,911,GT3,2022,Automatic,4," 6,312,500,000 "," 6,100,000,000 "," 6,206,250,000 ",
Mazda 3 SKYACTIV-G Automatic 2017,Mazda,3,SKYACTIV-G,2017,Automatic,4," 230,000,000 "," 215,000,000 "," 222,500,000 ",442800000
BMW 330i M Sport Automatic 2017,BMW,330i,M Sport,2017,Automatic,4," 428,750,000 "," 395,000,000 "," 411,875,000 ",799000000
Mercedes-Benz GLA200 AMG Edition 50 Automatic 2017,Mercedes-Benz,GLA200,AMG Edition 50,2017,Automatic,4," 388,500,000 "," 355,000,000 "," 371,750,000 ",739000000
Toyota Vellfire Limited Automatic 2016,Toyota,Vellfire,Limited,2016,Automatic,4," 586,500,000 "," 570,000,000 "," 578,250,000 ",
Mercedes-Benz C300 AMG Coupe Automatic 2016,Mercedes-Benz,C300,AMG Coupe,2016,Automatic,4," 635,500,000 "," 585,000,000 "," 610,250,000 "," 1,099,000,000 "
KIA EV6 GT-Line Automatic 2023,KIA,EV6,GT-Line,2023,Automatic,4," 762,500,000 "," 725,000,000 "," 743,750,000 ",1299000000
Porsche 911 Carrera GTS Automatic 2022,Porsche,911,Carrera GTS,2022,Automatic,4," 4,625,000,000 "," 4,550,000,000 "," 4,587,500,000 ",
Mercedes-Benz SPRINTER 315 CDI A2 Manual 2018,Mercedes-Benz,SPRINTER,315 CDI A2,2018,Manual,4," 1,218,750,000 "," 950,000,000 "," 1,084,375,000 ",
BMW 435i M Sport Automatic 2015,BMW,435i,M Sport,2015,Automatic,4," 707,250,000 "," 599,000,000 "," 653,125,000 "," 1,268,000,000 "
Mercedes-Benz CLA200 AMG Line Automatic 2021,Mercedes-Benz,CLA200,AMG Line,2021,Automatic,4," 703,250,000 "," 653,000,000 "," 678,125,000 ",935000000
Land Rover Discovery 4 TDV6 Automatic 2011,Land Rover,Discovery 4,TDV6,2011,Automatic,4," 1,224,750,000 "," 999,000,000 "," 1,111,875,000 ",
MINI Countryman Cooper S Automatic 2021,MINI,Countryman,Cooper S,2021,Automatic,4," 631,000,000 "," 575,000,000 "," 603,000,000 ",825000000
Jeep Wrangler Sahara Unlimited 4 Door Automatic 2014,Jeep,Wrangler,Sahara Unlimited 4 Door,2014,Automatic,4," 895,750,000 "," 788,000,000 "," 841,875,000 "," 885,000,000 "
Ford Mustang EcoBoost Automatic 2016,Ford,Mustang,EcoBoost,2016,Automatic,4," 918,750,000 "," 875,000,000 "," 896,875,000 ",
BMW M2 Competition Automatic 2021,BMW,M2,Competition,2021,Automatic,4," 1,288,750,000 "," 1,150,000,000 "," 1,219,375,000 ",2059000000
Wuling Almaz Rs Exclusive 5 Seater Automatic 2022,Wuling,Almaz,Rs Exclusive 5 Seater,2022,Automatic,4," 211,250,000 "," 195,000,000 "," 203,125,000 ",391800000
Suzuki APV ARENA GX Manual 2013,Suzuki,APV,ARENA GX,2013,Manual,4," 98,000,000 "," 84,000,000 "," 91,000,000 "," 159,000,000 "
BMW 430i M Sport Automatic 2023,BMW,430i,M Sport,2023,Automatic,4," 1,535,000,000 "," 1,475,000,000 "," 1,505,000,000 ",1688000000
Jeep Wrangler Rubicon Automatic 2020,Jeep,Wrangler,Rubicon,2020,Automatic,4," 1,465,000,000 "," 950,000,000 "," 1,207,500,000 ",1730000000
Ferrari 458 Italia Automatic 2013,Ferrari,458,Italia,2013,Automatic,4," 5,812,500,000 "," 5,600,000,000 "," 5,706,250,000 ",
Hyundai Santa Fe Gasoline Automatic 2015,Hyundai,Santa Fe,Gasoline,2015,Automatic,4," 179,000,000 "," 179,000,000 "," 179,000,000 "," 467,500,000 "
Nissan Serena X Automatic 2016,Nissan,Serena,X,2016,Automatic,4," 149,750,000 "," 138,000,000 "," 143,875,000 "," 385,000,000 "
Jeep Wrangler Rubicon Unlimited 4 Door Automatic 2013,Jeep,Wrangler,Rubicon Unlimited 4 Door,2013,Automatic,4," 2,075,000,000 "," 950,000,000 "," 1,512,500,000 ",
Toyota Yaris Cross S with GR Parts Aero Pkg (Prem Clr) Automatic 2023,Toyota,Yaris Cross,S with GR Parts Aero Pkg (Prem Clr),2023,Automatic,4," 340,000,000 "," 335,000,000 "," 337,500,000 ",420000000
Toyota Corolla Altis V Automatic 2015,Toyota,Corolla Altis,V,2015,Automatic,4," 200,500,000 "," 169,000,000 "," 184,750,000 "," 426,200,000 "
Toyota Rush G Automatic 2016,Toyota,Rush,G,2016,Automatic,4," 150,750,000 "," 140,000,000 "," 145,375,000 "," 244,550,000 "
Ford Mustang GT Automatic 2018,Ford,Mustang,GT,2018,Automatic,4," 2,384,250,000 "," 1,949,000,000 "," 2,166,625,000 ",
Toyota Kijang Innova G Manual 2010,Toyota,Kijang Innova,G,2010,Manual,4," 137,500,000 "," 130,000,000 "," 133,750,000 ",233200000
Toyota Kijang Innova V Luxury Automatic 2022,Toyota,Kijang Innova,V Luxury,2022,Automatic,4," 336,250,000 "," 310,000,000 "," 323,125,000 ",467000000
Land Rover Defender 110 P400 X Automatic 2022,Land Rover,Defender,110 P400 X,2022,Automatic,4," 3,048,750,000 "," 2,775,000,000 "," 2,911,875,000 ",3079000000
Mercedes-Benz C250 AMG Automatic 2013,Mercedes-Benz,C250,AMG,2013,Automatic,4," 301,750,000 "," 249,000,000 "," 275,375,000 "," 719,000,000 "
MINI Countryman Cooper S Automatic 2013,MINI,Countryman,Cooper S,2013,Automatic,4," 341,000,000 "," 325,000,000 "," 333,000,000 "," 699,000,000 "
Volkswagen Polo Comfortline TSI Automatic 2020,Volkswagen,Polo,Comfortline TSI,2020,Automatic,4," 164,000,000 "," 128,000,000 "," 146,000,000 ",295000000
Honda Freed E Automatic 2016,Honda,Freed,E,2016,Automatic,4," 175,250,000 "," 157,000,000 "," 166,125,000 "," 290,500,000 "
Daihatsu Ayla M Manual 2018,Daihatsu,Ayla,M,2018,Manual,4," 88,750,000 "," 88,000,000 "," 88,375,000 ",105800000
Daihatsu Terios TX Manual 2015,Daihatsu,Terios,TX,2015,Manual,4," 143,500,000 "," 140,000,000 "," 141,750,000 "," 201,100,000 "
Volkswagen Scirocco TSI Automatic 2017,Volkswagen,Scirocco,TSI,2017,Automatic,4," 365,500,000 "," 328,000,000 "," 346,750,000 ",630000000
Honda Accord VTi-L Automatic 2015,Honda,Accord,VTi-L,2015,Automatic,4," 213,250,000 "," 178,000,000 "," 195,625,000 "," 570,000,000 "
Mercedes-Benz AMG A35 4MATIC Automatic 2023,Mercedes-Benz,AMG A35,4MATIC,2023,Automatic,4," 809,000,000 "," 735,000,000 "," 772,000,000 ",1180000000
BMW 320i Executive Edition Automatic 2012,BMW,320i,Executive Edition,2012,Automatic,4," 213,250,000 "," 178,000,000 "," 195,625,000 ",
Mercedes-Benz E250 AMG Automatic 2014,Mercedes-Benz,E250,AMG,2014,Automatic,4," 454,500,000 "," 329,000,000 "," 391,750,000 "," 899,000,000 "
Mercedes-Benz GLE250 d Automatic 2016,Mercedes-Benz,GLE250,d,2016,Automatic,4," 540,500,000 "," 457,000,000 "," 498,750,000 "," 1,209,000,000 "
Ferrari California 30 Automatic 2013,Ferrari,California,30,2013,Automatic,4," 3,235,000,000 "," 2,600,000,000 "," 2,917,500,000 ",
Daihatsu Xenia Li Manual 2008,Daihatsu,Xenia,Li,2008,Manual,4," 75,500,000 "," 75,000,000 "," 75,250,000 ",104700000
